GC	start	end	Chromosome	type	Entrezgene
47.79	28328325	28335489	17	protein_coding	90410
44.68	26152198	26187137	7	protein_coding	9603
58.67	45114326	45118421	15	protein_coding	405753
39.19	221555550	221563653	1	lncRNA	105372937
41.37	26201162	26213607	7	protein_coding	11335
42.81	107774899	107795829	X	protein_coding	392517
47.01	209583714	209613939	1	protein_coding	57172
42.93	119588337	119606443	X	protein_coding	55922
55.74	133896438	133956968	11	protein_coding	22997
49.13	144772224	144787345	8	protein_coding	80778
52.90	45129933	45165576	15	protein_coding	53905
44.31	48153088	48274696	10	protein_coding	143162
51.35	49739753	49763306	19	protein_coding	60385
40.34	24721658	24751960	6	lncRNA	105374978
38.96	11822423	12724523	X	protein_coding	9758
36.82	24774931	24786099	6	protein_coding	51053
41.62	5619764	5644398	11	protein_coding	53840
64.05	42247569	42255128	19	protein_coding	2077
38.63	30653359	30731462	X	protein_coding	2710
57.20	77265483	77271206	14	protein_coding	58157
60.89	144789765	144792587	8	protein_coding	6132
49.38	20891385	20892348	14	protein_coding	6037
52.37	248838210	248849517	1	protein_coding	79894
57.16	42313309	42325064	19	protein_coding	284339
46.38	51153559	51162428	17	protein_coding	4830
39.39	42661716	42706447	7	lncRNA	101928795
41.40	73675638	73761137	11	protein_coding	5870
56.87	1345691	1395989	4	protein_coding	57654
49.93	209614870	209652425	1	protein_coding	3914
35.90	20810702	20916911	12	protein_coding	28234
55.95	4343527	4360086	19	protein_coding	84954
38.26	42916828	42932185	7	protein_coding	5683
41.73	26521709	26527404	6	lncRNA	107986583
41.73	26521709	26527404	6	lncRNA	493812
41.64	26538366	26546933	6	protein_coding	10473
45.23	26569324	26574698	6	lncRNA	105374988
59.07	27837880	27838375	6	protein_coding	8330
60.37	27865317	27865798	6	protein_coding	8332
57.72	27866792	27867588	6	protein_coding	3009
59.56	27871845	27872346	6	protein_coding	8354
56.33	27873148	27873534	6	protein_coding	8368
48.75	27890315	27893106	6	protein_coding	8356
58.11	27892699	27893185	6	protein_coding	8336
57.82	27893425	27893891	6	protein_coding	8348
41.25	27911185	27912396	6	protein_coding	81697
65.85	62352970	62356480	20	lncRNA	101928158
41.39	30058899	30064909	6	protein_coding	30834
40.00	56904264	56904353	16	miRNA	102466752
42.95	56932142	56944864	16	protein_coding	9709
43.62	18794078	18796067	20	lncRNA	100270804
43.98	1325400	1378735	20	lncRNA	100507495
41.77	12665890	12768949	17	protein_coding	93649
34.22	75040077	75209839	12	protein_coding	3747
62.58	41359962	41366818	20	protein_coding	90187
46.23	5482736	5526709	20	lncRNA	149837
49.25	5507875	5510002	20	lncRNA	101929207
39.23	5544439	5611006	20	protein_coding	56261
63.33	105857513	105857572	14	miRNA	100616374
67.31	105858124	105858175	14	miRNA	100616135
54.39	17539698	17697874	1	protein_coding	55160
61.54	105858165	105858242	14	miRNA	100616276
64.29	105859484	105859553	14	miRNA	100616422
40.68	42932376	42948958	7	protein_coding	64983
69.24	1402932	1406442	4	protein_coding	54729
71.30	7939001	7940296	4	lncRNA	389199
37.34	48306639	48439360	10	protein_coding	5599
40.74	8005301	8005381	4	miRNA	407052
36.87	129446501	129523500	X	protein_coding	6594
56.08	8269754	8307098	4	protein_coding	94031
56.73	19020656	19047011	17	protein_coding	400581
56.73	19020656	19047011	17	protein_coding	10750
40.48	103312289	103344830	7	protein_coding	27000
49.16	30066709	30070333	6	protein_coding	6992
36.14	71609599	71667725	12	protein_coding	196441
68.95	63736283	63739103	20	protein_coding	54923
39.40	88457119	88506163	4	protein_coding	51191
48.17	57406954	57427580	11	protein_coding	29015
47.85	76726830	76733936	17	protein_coding	124512
47.09	30102897	30113090	6	protein_coding	11074
63.34	63861212	63864293	20	lncRNA	112268269
69.89	63861498	63862988	20	protein_coding	140701
54.36	63865228	63891545	20	protein_coding	7165
51.30	106850885	106850999	14	miRNA	100847062
42.44	162069691	162370475	1	protein_coding	9722
57.17	4360370	4400547	19	protein_coding	6455
50.38	95407266	95516650	14	protein_coding	161176
46.09	30105240	30114724	6	lncRNA	104533120
36.54	36438972	36471016	15	lncRNA	105370769
42.69	30136124	30148735	6	protein_coding	135644
45.93	30151943	30161211	6	protein_coding	10107
38.27	36972821	36972901	15	miRNA	102466875
37.44	36579626	36810248	15	protein_coding	84529
35.02	96907224	96953780	12	protein_coding	121441
50.76	56961923	56983845	16	protein_coding	1071
44.22	88520998	88523776	4	protein_coding	100996939
44.22	88520998	88523776	4	protein_coding	84992
47.45	58205441	58219605	17	protein_coding	54903
47.10	30163206	30172693	6	protein_coding	89870
37.00	67909395	67964140	4	protein_coding	339967
38.71	212992182	213015867	1	protein_coding	90806
39.37	103445207	103514007	7	lncRNA	101927870
54.59	74082933	74122525	7	protein_coding	3984
39.83	129539849	129592561	X	protein_coding	4952
50.24	18970439	19031242	22	lncRNA	26220
45.31	74852871	74876154	14	protein_coding	283571
37.11	158124474	158173318	4	protein_coding	51313
53.62	31863192	31879046	6	protein_coding	80736
39.56	71320449	71741229	14	protein_coding	26037
48.62	19036282	19122454	22	protein_coding	9993
52.33	241637213	241673857	2	protein_coding	23192
54.65	130265760	130434123	9	protein_coding	256158
51.16	4402640	4445018	19	protein_coding	10036
40.97	182409192	182560599	1	protein_coding	353299
78.69	144791931	144791991	8	miRNA	102465978
53.13	144841042	144853736	8	protein_coding	28991
54.46	154401236	154412112	X	protein_coding	1774
35.08	15002481	15070153	4	protein_coding	132864
35.05	74191198	74191294	7	miRNA	693175
60.00	4444999	4457794	19	protein_coding	80700
39.90	103328570	103370346	7	protein_coding	5701
34.02	72587217	72587313	15	miRNA	693215
47.13	144876497	144902168	8	protein_coding	58500
47.94	72608481	72636962	15	lncRNA	102723640
50.08	122370530	122395703	9	protein_coding	5742
47.75	48446036	48656265	10	protein_coding	58504
44.05	72675798	72686182	15	protein_coding	123346
54.03	57092583	57148369	16	protein_coding	221184
40.76	72686179	72738475	15	protein_coding	585
44.93	28794555	28800597	22	protein_coding	7494
51.41	63895126	63936031	20	protein_coding	80331
51.45	32115264	32128253	6	protein_coding	1388
68.06	63919449	63919520	20	miRNA	100126329
68.06	63919505	63919576	20	miRNA	100126339
68.06	63919561	63919632	20	miRNA	100126352
68.06	63919756	63919827	20	miRNA	100126330
68.06	63919868	63919939	20	miRNA	103504732
62.53	63939829	63956416	20	protein_coding	54963
51.55	28364356	28404049	17	protein_coding	23098
37.43	87345664	87399794	7	protein_coding	54677
45.27	102599168	102604159	X	protein_coding	64860
40.21	14504874	14643635	11	protein_coding	5682
60.28	53046969	53064379	12	protein_coding	23371
44.84	57245259	57253635	16	protein_coding	23568
35.98	107061885	107118823	X	protein_coding	55285
67.61	4445978	4446048	19	miRNA	100616371
71.25	63941465	63941544	20	miRNA	100302137
66.67	63942631	63942726	20	miRNA	693232
61.88	63953384	63956985	20	lncRNA	100113386
63.54	63956704	63969930	20	protein_coding	57473
51.32	184325696	184325771	3	snoRNA	692107
57.06	4472297	4502208	19	protein_coding	84717
43.25	231332753	231337852	1	protein_coding	149371
55.67	184335926	184348421	3	protein_coding	131408
61.55	63974116	63980008	20	protein_coding	140700
47.40	144930358	144950888	8	protein_coding	7564
41.88	177170958	177282422	1	protein_coding	57795
41.17	68956135	68985068	10	protein_coding	9188
52.44	28394642	28407197	17	protein_coding	113235
40.67	13849247	13996443	20	protein_coding	80343
47.87	67109941	67148544	16	protein_coding	80262
40.81	154675249	154751583	X	protein_coding	139716
35.84	198156994	198322420	1	protein_coding	140609
48.67	145002811	145006046	8	lncRNA	286103
54.55	32128707	32130288	6	protein_coding	63943
57.41	28546708	28552631	17	protein_coding	9094
53.17	144148016	144261927	8	protein_coding	727957
56.52	32152802	32154365	6	lncRNA	100507547
50.59	32153441	32163678	6	protein_coding	9374
48.33	230314490	230426332	1	protein_coding	79605
35.80	149351709	149896233	4	protein_coding	285423
39.55	64503712	64533690	14	protein_coding	22890
40.15	154768528	154768659	X	snoRNA	677817
42.62	154768596	154768656	X	miRNA	100847052
48.84	154774998	154775126	X	snoRNA	677835
40.59	154823348	154834662	X	protein_coding	100132963
56.57	154887360	154887458	X	miRNA	100302111
41.55	100671783	100732123	X	protein_coding	94121
39.50	48805212	48861817	4	protein_coding	54940
40.47	50975262	51096061	14	protein_coding	114088
45.84	72782835	72798199	15	lncRNA	100287559
39.61	173608336	173669851	1	protein_coding	339416
37.94	13995369	16053197	20	protein_coding	140733
43.50	72751294	72785846	15	protein_coding	83440
42.74	119078635	119150579	X	protein_coding	57481
38.60	87401696	87480435	7	protein_coding	5244
55.48	184346185	184361650	3	protein_coding	1181
42.51	246945547	247008093	1	protein_coding	57116
55.56	28573115	28576948	17	protein_coding	230
42.67	122675130	122676104	9	protein_coding	26735
55.30	4522531	4535224	19	protein_coding	440503
42.82	52512077	52520803	X	protein_coding	653067
44.45	121815674	122093606	9	protein_coding	158135
71.60	83067335	83067415	15	miRNA	100616404
43.49	83107572	83144854	15	protein_coding	53346
62.76	67148104	67150998	16	protein_coding	84752
36.08	199148598	199393307	1	lncRNA	400800
55.52	4536402	4540036	19	protein_coding	116844
58.67	67154185	67159909	16	protein_coding	8717
37.25	61695513	61748259	14	protein_coding	3091
49.37	114060127	114078328	9	protein_coding	259
37.51	213051233	213274774	1	protein_coding	26750
49.61	146814106	146814744	X	protein_coding	100129239
38.49	66162671	66268867	X	protein_coding	9843
55.56	4639516	4655568	19	protein_coding	126282
35.11	14322985	14337614	20	protein_coding	23767
60.47	67159932	67164570	16	protein_coding	55336
48.47	53044740	53051680	19	protein_coding	100271846
36.14	14554384	14636524	20	lncRNA	140848
65.67	49009906	49009972	19	miRNA	102466738
64.12	49015980	49017091	19	protein_coding	3972
38.65	14884250	14929528	20	lncRNA	100379174
41.12	93741591	93764749	11	protein_coding	28970
39.67	191245185	191425389	2	protein_coding	4430
38.94	15892355	15985876	20	lncRNA	613266
45.33	37101226	37179588	20	protein_coding	140699
64.89	49043848	49045311	19	protein_coding	93659
55.29	114086126	114099292	9	protein_coding	113220
48.31	43489442	43550954	20	protein_coding	26013
56.57	67175599	67184040	16	protein_coding	653319
53.38	49085419	49108605	19	protein_coding	6625
39.55	83112738	83207823	15	protein_coding	50810
41.16	117794490	118111826	8	protein_coding	2131
49.66	35791003	35809732	9	protein_coding	4882
59.81	67184379	67190185	16	protein_coding	283849
41.77	83255884	83284664	15	protein_coding	646
31.91	41691585	41691678	15	miRNA	693211
49.09	41774434	41827855	15	protein_coding	23005
55.84	32164595	32168281	6	protein_coding	80864
37.02	87503017	87713323	7	protein_coding	5243
58.86	49114324	49118460	19	protein_coding	64130
26.51	35079598	35079680	10	miRNA	100500890
37.53	11284816	11328146	8	protein_coding	66036
37.87	88819896	88851844	10	protein_coding	118932
58.89	35869463	35870401	9	protein_coding	392309
56.56	67192155	67198918	16	protein_coding	1874
46.63	205828025	205850132	1	protein_coding	148811
59.30	87882877	87888903	9	protein_coding	286234
39.34	88879734	88975153	10	protein_coding	57559
45.18	34379019	34397828	9	protein_coding	84688
62.94	49118402	49119143	19	protein_coding	55150
44.14	53333749	53356906	19	protein_coding	91664
47.16	34398184	34458570	9	protein_coding	203259
39.55	61762420	61796428	14	protein_coding	6617
43.64	53365693	53392217	19	protein_coding	170958
50.57	32168212	32178096	6	protein_coding	10554
46.74	184399790	184457891	3	lncRNA	105374250
40.26	229440259	229508341	1	protein_coding	55746
29.87	89063335	89063411	10	miRNA	100616192
29.33	89063336	89063410	10	miRNA	100616128
44.36	37178410	37241619	20	protein_coding	6185
36.82	10784437	10795047	10	lncRNA	207107
44.73	53389793	53430413	19	protein_coding	91661
48.50	38039205	38124025	3	protein_coding	9940
64.02	67199111	67204029	16	protein_coding	79767
55.67	11331012	11332360	8	protein_coding	83650
53.90	11345748	11347502	8	lncRNA	100129129
46.20	28577565	28599025	17	protein_coding	10615
48.01	11632205	11649333	8	lncRNA	105379242
49.02	11973937	11974599	8	protein_coding	613210
41.99	62134149	62139973	14	lncRNA	101954204
55.21	24171853	24180257	14	protein_coding	9985
52.51	93184122	93320572	9	protein_coding	65268
50.21	12132417	12134099	8	protein_coding	392197
44.00	53467733	53496255	19	protein_coding	126017
48.06	1755778	1801711	8	protein_coding	2055
34.87	208728665	208736286	1	lncRNA	105372893
52.38	53666679	53666762	19	miRNA	574458
54.08	53669157	53669254	19	miRNA	574459
46.58	53671968	53672040	19	miRNA	100302255
47.58	53674197	53674320	19	miRNA	574460
57.61	246516039	246524287	1	lncRNA	255654
43.68	53675711	53675797	19	miRNA	574461
42.17	53679003	53679085	19	miRNA	574462
39.29	53679940	53680023	19	miRNA	574463
48.28	53682159	53682245	19	miRNA	574464
42.17	53685009	53685091	19	miRNA	574465
42.53	53686469	53686555	19	miRNA	574466
43.68	53688481	53688567	19	miRNA	100302265
48.24	53690881	53690965	19	miRNA	574467
45.78	53694393	53694475	19	miRNA	574468
43.21	53695213	53695293	19	miRNA	574469
32.78	192316992	192367285	1	protein_coding	431704
47.06	53697533	53697617	19	miRNA	574470
48.28	53698385	53698471	19	miRNA	574471
41.38	53700015	53700101	19	miRNA	574472
45.90	53701227	53701287	19	miRNA	574473
49.40	53702737	53702819	19	miRNA	574474
45.88	53706252	53706336	19	miRNA	574475
44.83	53707453	53707539	19	miRNA	574476
44.55	53708735	53708835	19	miRNA	574477
47.13	53711002	53711088	19	miRNA	574478
42.53	53712268	53712354	19	miRNA	574479
46.59	53713347	53713434	19	miRNA	574480
43.68	53716594	53716680	19	miRNA	574481
42.53	53720096	53720182	19	miRNA	574482
44.78	53721076	53721142	19	miRNA	574483
44.44	53722166	53722255	19	miRNA	574484
41.18	53725442	53725526	19	miRNA	574485
44.62	53726922	53726986	19	miRNA	574486
47.73	53729838	53729925	19	miRNA	574487
47.06	53731006	53731090	19	miRNA	574488
49.43	53734877	53734963	19	miRNA	574489
42.22	53736845	53736934	19	miRNA	574490
47.13	53739333	53739419	19	miRNA	574491
42.11	53741313	53741407	19	miRNA	574492
43.18	53742512	53742599	19	miRNA	574493
33.81	192575763	192580024	1	protein_coding	5996
44.83	53748636	53748722	19	miRNA	574494
44.83	53751211	53751297	19	miRNA	574495
44.71	53752397	53752481	19	miRNA	574496
42.35	53754018	53754102	19	miRNA	574497
44.44	53756741	53756830	19	miRNA	574498
42.53	53758232	53758318	19	miRNA	100302205
43.33	53761133	53761222	19	miRNA	574499
44.83	53762344	53762430	19	miRNA	574500
60.94	1815248	1848483	19	protein_coding	57455
60.47	66257294	66267860	11	protein_coding	64837
49.43	1763888	1958627	8	protein_coding	104266957
36.76	1801125	1801192	8	miRNA	100500912
72.73	1817231	1817307	8	miRNA	693181
50.01	1823926	1958641	8	protein_coding	9639
68.00	67202321	67202395	16	miRNA	442901
55.38	67227103	67229278	16	protein_coding	29100
38.52	163161675	163213023	1	lncRNA	101928404
46.72	11316833	11319884	10	lncRNA	414196
38.51	208972454	208975307	1	lncRNA	105372894
46.25	248906196	248919946	1	protein_coding	267002
41.24	73110375	73131828	10	protein_coding	25961
40.24	212858275	212899363	1	protein_coding	28982
58.07	24070837	24078100	14	protein_coding	9362
46.32	630858	664196	12	lncRNA	100049716
72.50	1816159	1816238	19	miRNA	100302210
42.52	23519146	23542018	20	lncRNA	164380
65.43	1852399	1863579	19	protein_coding	83855
35.29	138561043	138561110	5	snoRNA	26785
47.06	44796680	44824564	7	protein_coding	5478
38.57	26103416	26114028	20	lncRNA	149934
45.19	911736	990053	12	protein_coding	5893
56.45	67229387	67247481	16	protein_coding	29109
65.10	1876810	1885496	19	protein_coding	81926
42.75	138553756	138575675	5	protein_coding	3313
43.71	45230868	45233331	20	lncRNA	105372630
50.84	205789094	205813748	1	protein_coding	254428
47.10	28648346	28662189	17	protein_coding	6388
54.02	32170030	32170116	6	miRNA	102466190
51.65	32178405	32180793	6	protein_coding	6048
51.46	38103129	38137242	3	protein_coding	30
46.01	52755053	52791078	15	protein_coding	3175
47.99	28662198	28702679	17	protein_coding	6830
45.90	32179816	32179876	6	miRNA	102465500
54.99	32184733	32190202	6	protein_coding	5089
60.26	1905399	1913447	19	protein_coding	113179
41.27	44554818	44663688	15	protein_coding	80208
61.02	1941172	1981338	19	protein_coding	1455
36.36	215622891	216423448	1	protein_coding	7399
41.42	44826791	44848087	7	protein_coding	94239
44.73	132592997	132670401	9	protein_coding	64794
48.85	48004336	48009733	X	protein_coding	389852
50.78	73126080	73126207	10	snoRNA	109617000
39.47	73130155	73169055	10	protein_coding	11319
37.76	101882288	101932031	X	protein_coding	84460
52.73	32190766	32195523	6	protein_coding	63940
54.85	44885903	44951306	11	protein_coding	9537
52.62	67237683	67272191	16	protein_coding	6553
40.95	101420560	101449664	9	protein_coding	229
51.81	32194843	32224067	6	protein_coding	4855
42.86	135829229	135837280	X	protein_coding	101060211
46.07	100376418	100530303	14	protein_coding	79446
41.41	44876299	44885530	7	protein_coding	5814
63.57	154477775	154479281	X	protein_coding	8270
39.62	44881748	44881800	7	miRNA	100616393
38.85	130622325	130903234	X	protein_coding	10495
53.20	44044640	44069456	7	protein_coding	28988
57.70	2321520	2328611	19	protein_coding	51690
41.61	97904489	97922500	9	protein_coding	51531
54.80	1971397	1976478	8	lncRNA	104266957
50.37	1973677	2006936	8	protein_coding	9920
46.64	2045046	2165552	8	protein_coding	9172
63.97	2425625	2427586	19	protein_coding	26517
52.49	35673928	35681159	9	protein_coding	768
47.44	67289428	67326760	16	protein_coding	146212
42.91	32439878	32445046	6	protein_coding	3122
49.82	93904730	93927066	14	lncRNA	283592
59.73	2427638	2456959	19	protein_coding	84823
52.44	93934166	93976739	14	protein_coding	51676
41.89	241315100	241354027	2	protein_coding	4735
56.10	30676389	30687895	6	protein_coding	170954
52.50	128161251	128204383	9	protein_coding	25792
39.91	73168119	73244504	10	protein_coding	317662
37.93	124673844	124697518	11	protein_coding	53340
40.76	221330080	221336489	1	lncRNA	400804
83.91	2434914	2435000	19	miRNA	102466806
53.65	2458935	2462185	19	lncRNA	101928602
60.24	2476122	2478259	19	protein_coding	4616
50.40	57134530	57137523	X	protein_coding	54466
44.18	6976185	7018477	12	protein_coding	10162
43.51	34621093	34663288	11	protein_coding	26298
40.10	50586796	50814302	X	protein_coding	57477
50.88	30703067	30713184	6	lncRNA	106478956
50.80	30717435	30725538	6	protein_coding	203068
41.33	67326798	67385204	16	protein_coding	55282
39.42	246108626	246113866	1	lncRNA	101928089
53.16	93987225	94008863	14	protein_coding	256369
41.13	247034637	247078811	1	protein_coding	93474
58.35	28714281	28718429	17	protein_coding	83871
44.60	45534196	45539482	20	protein_coding	140870
47.25	56066684	56078801	19	lncRNA	101928886
58.61	56087366	56121295	19	protein_coding	126208
38.09	244408494	244451909	1	protein_coding	159
52.76	94026340	94048930	14	protein_coding	78990
49.72	30727709	30742732	6	protein_coding	10211
54.02	56132599	56160893	19	protein_coding	55311
39.91	73183362	73247255	10	protein_coding	23234
45.15	94081301	94103846	14	protein_coding	122509
36.90	55143102	55161310	X	protein_coding	90736
40.57	10172395	10308258	20	protein_coding	6616
41.21	73247360	73276984	10	lncRNA	414245
40.64	76949751	77040384	4	protein_coding	55752
47.47	73248843	73252693	10	protein_coding	51021
40.38	242082986	242524697	1	protein_coding	200150
44.43	20006713	20116907	X	protein_coding	256714
67.31	2076589	2076640	8	miRNA	102465695
41.15	80034745	80231232	8	protein_coding	7163
42.27	73252791	73254349	10	lncRNA	414245
50.88	56176008	56185775	19	protein_coding	85569
40.79	73375101	73414076	10	protein_coding	310
54.59	94127779	94130253	14	protein_coding	83982
53.54	14517085	14565980	19	protein_coding	9524
51.55	7080214	7092540	12	protein_coding	715
36.42	100709295	100748964	3	protein_coding	10342
37.14	94146128	94279734	14	protein_coding	57718
37.67	180269653	180502954	1	protein_coding	100527964
37.67	180269653	180502954	1	protein_coding	84320
61.24	67389809	67393518	16	protein_coding	51673
47.69	32207855	32238658	20	protein_coding	23509
63.27	64241095	64244132	11	protein_coding	114841035
54.97	73444827	73448777	5	protein_coding	2297
38.55	58526871	58578220	11	protein_coding	9404
37.11	73552190	73565667	5	protein_coding	57763
43.42	25612935	25624014	20	protein_coding	140838
40.92	25624045	25689032	20	lncRNA	102724826
55.52	67394152	67416833	16	protein_coding	29800
41.91	10798397	11336675	10	protein_coding	10659
37.44	120684919	120922870	4	protein_coding	11107
52.64	118133377	118152888	11	protein_coding	6330
39.05	112523514	112620825	1	protein_coding	54879
42.76	25673195	25696853	20	protein_coding	26152
45.54	64535905	64546173	14	protein_coding	3306
62.30	36516392	36521149	14	protein_coding	7080
37.90	73565443	73583380	5	protein_coding	84135
45.00	20017088	20017187	X	miRNA	100500809
38.56	20124525	20141838	X	protein_coding	1964
38.27	14443440	14500027	11	protein_coding	1315
45.57	56799905	56816693	14	protein_coding	5015
59.84	67430652	67437553	16	protein_coding	3291
58.52	30743199	30744548	6	protein_coding	8870
47.16	30743790	30792250	6	lncRNA	105375013
47.90	35455164	35519280	20	protein_coding	11190
54.20	3223324	3231730	6	protein_coding	347733
61.11	67482571	67483547	16	protein_coding	181
49.83	3231403	3303373	6	protein_coding	389362
38.57	20139968	20140444	X	lncRNA	100874078
37.68	20149911	20267519	X	protein_coding	6197
44.05	16300159	16300242	16	miRNA	100422886
50.77	16306370	16306434	16	miRNA	100846994
77.27	16309879	16309966	16	miRNA	100422956
47.61	3268962	3457050	6	protein_coding	63027
42.58	7188685	7218574	12	protein_coding	5830
55.62	105049395	105065445	14	protein_coding	29933
36.59	137518918	137532494	4	protein_coding	54510
67.16	16324588	16324654	16	miRNA	102466812
60.00	16329305	16329364	16	miRNA	102465908
67.16	16368876	16368942	16	miRNA	102465683
64.06	44051766	44051829	7	miRNA	102466985
58.43	44062727	44065567	7	protein_coding	5224
54.50	69311350	69326939	16	protein_coding	27183
65.88	105140982	105168824	14	protein_coding	3714
56.54	44072062	44082530	7	protein_coding	27434
43.44	134601149	134649271	5	protein_coding	51128
73.47	14529543	14529640	19	miRNA	693224
57.47	14566078	14572066	19	protein_coding	4713
36.72	66562175	66614247	8	protein_coding	4603
52.29	69320140	69339583	16	protein_coding	84342
54.75	42325609	42378769	19	protein_coding	1954
34.28	176065841	176182818	4	protein_coding	116966
54.49	69326913	69330588	16	protein_coding	64146
47.96	69337996	69343106	16	protein_coding	51388
60.31	64251530	64269150	11	protein_coding	5331
49.55	28719985	28724359	17	protein_coding	6147
42.25	134648785	134727909	5	protein_coding	10802
45.55	69343250	69351786	16	protein_coding	146456
55.01	3153497	3157544	6	protein_coding	7280
44.30	69355567	69408571	16	protein_coding	7014
36.91	75084326	75206267	6	protein_coding	1303
55.84	22544986	22575788	8	protein_coding	10174
40.30	28720550	28720616	17	snoRNA	26808
47.22	28722582	28722653	17	snoRNA	26773
37.50	28723429	28723492	17	snoRNA	26809
41.67	28723682	28723753	17	snoRNA	26772
48.23	44355699	44432845	20	protein_coding	3172
60.34	28724348	28727935	17	protein_coding	116238
77.01	105150778	105150864	14	miRNA	102465458
57.40	105300563	105398147	14	protein_coding	23241
53.77	28725897	28743455	17	protein_coding	284086
43.33	134738495	134752157	5	protein_coding	819
36.94	180632022	180890279	1	protein_coding	9213
57.14	44073378	44073433	7	miRNA	102465504
42.10	134758771	134855133	5	protein_coding	9879
48.13	44200959	44214294	7	protein_coding	10652
70.49	69565808	69565868	16	miRNA	100302119
41.68	75641849	75724589	4	protein_coding	9908
55.16	89088375	89164121	16	protein_coding	197322
39.96	19912860	19991061	X	protein_coding	256643
64.00	42351131	42351205	19	miRNA	102465875
58.25	42387019	42390297	19	protein_coding	84518
54.96	42401514	42427388	19	protein_coding	3991
40.19	132667642	132669888	X	lncRNA	100874102
40.07	133023168	133097109	X	protein_coding	83844
38.47	13266041	13303452	X	lncRNA	109729169
38.07	70051277	70068095	17	lncRNA	101928141
43.14	42428278	42442946	19	protein_coding	284340
41.95	70168673	70180044	17	protein_coding	3759
42.41	54530183	54621521	X	protein_coding	54552
60.02	76071961	76083666	17	protein_coding	353174
47.52	42507304	42561234	19	protein_coding	634
37.83	200551497	200620751	1	protein_coding	9928
39.39	86278333	86278398	11	miRNA	102465452
39.88	86374736	86423109	11	protein_coding	60494
27.78	18127220	18127309	7	miRNA	100302140
39.95	39052013	39096671	3	protein_coding	57599
44.80	167094075	167129165	1	protein_coding	92235
64.56	76074781	76077537	17	protein_coding	8811
35.71	77193369	77199848	7	protein_coding	10875
45.86	2728105	2844308	7	protein_coding	2768
41.92	134845680	134859735	5	protein_coding	134553
51.59	76081016	76121576	17	protein_coding	23265
40.44	183929854	184037729	1	protein_coding	23127
45.93	134874371	134901635	5	protein_coding	79770
59.35	89159146	89164245	16	lncRNA	283860
65.24	89166383	89169147	16	lncRNA	400558
62.56	89171748	89195492	16	protein_coding	1013
53.07	74199652	74229834	7	protein_coding	7462
40.66	151652275	151655449	5	lncRNA	105378231
45.21	151676945	151725473	5	lncRNA	101927096
45.28	46557398	46559694	3	lncRNA	83598
56.09	45890144	45898949	20	protein_coding	5476
45.44	46574534	46582457	3	protein_coding	6997
46.30	151742316	151772532	5	protein_coding	475
39.81	243256034	243500091	1	protein_coding	10806
38.63	116950273	117176714	8	protein_coding	169026
40.69	111782195	111871581	11	protein_coding	79796
52.33	89296128	89298317	16	lncRNA	105371414
39.86	73253762	73358864	10	protein_coding	118491
48.95	89217703	89237141	16	protein_coding	197320
41.69	151822513	151924851	5	protein_coding	2741
57.94	46668995	46693704	3	protein_coding	259173
42.38	233904676	234324511	1	protein_coding	148641
45.83	16232506	16300806	16	protein_coding	408050
43.03	200404940	200410056	1	protein_coding	23528
43.05	39138146	39299787	X	lncRNA	105373175
39.73	121709393	121928801	10	protein_coding	11101
44.58	11982256	11984590	8	protein_coding	613209
38.11	166975582	167022214	1	protein_coding	84944
40.95	232137	264703	8	protein_coding	169270
62.14	33936386	33938918	5	protein_coding	51289
44.38	42580243	42595055	19	protein_coding	1088
41.21	132626015	132961395	X	protein_coding	90161
40.67	33944623	33984693	5	protein_coding	51151
37.19	155612572	155782459	X	protein_coding	10251
52.95	109713825	109770495	12	protein_coding	84915
40.40	134237047	134246842	X	protein_coding	347475
55.62	105398538	105450106	14	protein_coding	647310
52.08	14514769	14560391	19	protein_coding	3337
41.93	70177483	70205704	X	protein_coding	347516
51.08	109734166	109773508	12	lncRNA	84983
38.81	6650373	6650439	2	miRNA	102466235
26.83	11767444	11767525	2	miRNA	100422862
59.49	105416884	105419739	14	lncRNA	100507437
54.93	5974662	5974732	2	miRNA	102465693
48.54	70234655	70240659	X	protein_coding	158833
42.11	125261794	125367207	9	protein_coding	26130
83.15	109833348	109833436	12	miRNA	100616454
57.41	11836933	11836986	2	miRNA	100422996
51.39	12199130	12199201	2	miRNA	100500884
63.64	19348429	19348505	2	miRNA	100616307
57.69	12737367	12737444	2	miRNA	100422986
59.42	105419820	105470729	14	protein_coding	9112
53.57	62603686	62603769	12	miRNA	406891
54.89	30187434	30187566	2	snoRNA	109616960
36.59	35471405	35471486	2	miRNA	100616475
57.04	70258166	70260204	X	protein_coding	5030
39.58	34017858	34043213	5	protein_coding	114899
43.71	70268305	70281840	X	protein_coding	407
36.36	55982967	55983076	2	miRNA	406999
47.27	55988950	55989059	2	miRNA	406998
45.12	56000714	56000795	2	miRNA	100126319
51.19	60387362	60387445	2	miRNA	100616473
52.04	109783087	109833406	12	protein_coding	59341
58.70	7595863	7618304	19	protein_coding	57662
41.49	52702522	52702615	2	miRNA	100616431
28.57	49059603	49059658	2	miRNA	102465854
40.02	108047545	108168956	4	protein_coding	51176
41.25	66358249	66358328	2	miRNA	100616464
37.79	84139482	84154841	10	protein_coding	27069
46.60	75090812	75090914	2	miRNA	100846995
55.41	176595802	176610156	5	protein_coding	114787
56.95	176620082	176630556	5	protein_coding	6620
45.98	70282093	70285002	X	protein_coding	347517
